Callsign,Station Name,State,City,Postcode,Region / Pitch Category,Contact Email,Website URL,Format & Fit,Recommended Action / Pitch Notes
5DUS,Dusty Radio,SA,COOBER PEDY,5723,Regional Community (SA),info@dustyradio.com.au,http://www.dustyradio.com.au,General,Pitch directly to Music Department (info@dustyradio.com.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for COOBER PEDY SA.
5EFM,Fleurieu FM,SA,VICTOR HARBOR,5211,Regional Community (SA),info@fleurieufm.org.au,http://www.fleurieufm.org.au,General,Pitch directly to Music Department (info@fleurieufm.org.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for VICTOR HARBOR SA.
5ROX,ROX FM,SA,ROXBY DOWNS,5725,Regional Community (SA),info@roxfm.com.au,http://www.roxfm.com.au,General,Pitch directly to Music Department (info@roxfm.com.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for ROXBY DOWNS SA.
,Rocket Range Radio,SA,Mount Barker,5751,Regional Community (SA),info@rocketrangeradio.au,https://rocketrangeradio.au,General,Pitch directly to Music Department (info@rocketrangeradio.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for Mount Barker SA.
5TRX,TRAX FM,SA,PORT PIRIE,5540,Regional Community (SA),info@traxfm.org.au,https://www.traxfm.org.au/,General,Pitch directly to Music Department (info@traxfm.org.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for PORT PIRIE SA.
5BBB,Triple B FM,SA,TANUNDA,5352,Regional Community (SA),info@bbbfm.com,http://www.bbbfm.com,General,Pitch directly to Music Department (info@bbbfm.com) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for TANUNDA SA.
5YYY,Triple Y,SA,WHYALLA NORRIE,5608,Regional Community (SA),info@tripley.com.au,https://tripley.com.au/,General,Pitch directly to Music Department (info@tripley.com.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for WHYALLA NORRIE SA.
5UMA,Umeewarra Radio,SA,PORT AUGUSTA,5700,Regional Community (SA),info@umeewarramedia.com,http://www.umeewarramedia.com,Indigenous,Pitch directly to Music Department (info@umeewarramedia.com) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: Indigenous. Community broadcaster for PORT AUGUSTA SA.
7MID,97.1FM The Voice of the Midlands,TAS,OATLANDS,7120,Regional Community (TAS),info@7midfm.com.au,https://7midfm.com.au/,General,Pitch directly to Music Department (info@7midfm.com.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for OATLANDS TAS.
7RGY,HUON AND KINGSTON FM COMMUNITY RADIO,TAS,GEEVESTON,7116,Regional Community (TAS),info@huonfm.com,http://www.huonfm.com,General,Pitch directly to Music Department (info@huonfm.com) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for GEEVESTON TAS.
,King Island Radio 100.5FM,TAS,CURRIE,7256,Regional Community (TAS),info@kingislandradio.com,http://www.kingislandradio.com,General,Pitch directly to Music Department (info@kingislandradio.com) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for CURRIE TAS.
,Meander Valley FM,TAS,DELORAINE,7304,Regional Community (TAS),info@mvfm.com.au,https://mvfm.com.au/,General,Pitch directly to Music Department (info@mvfm.com.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for DELORAINE TAS.
7BOD,Star FM,TAS,ST HELENS,7216,Regional Community (TAS),info@starfm.org.au,http://www.starfm.org.au,General,Pitch directly to Music Department (info@starfm.org.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for ST HELENS TAS.
7TFM,Tamar FM 95.3,TAS,GEORGE TOWN,7253,Regional Community (TAS),info@tamarfm.net,http://www.tamarfm.net,General,Pitch directly to Music Department (info@tamarfm.net) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for GEORGE TOWN TAS.
7TAS,Tasman FM,TAS,NUBEENA,7184,Regional Community (TAS),info@tasmanfm.com.au,http://www.tasmanfm.com.au/,General,Pitch directly to Music Department (info@tasmanfm.com.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for NUBEENA TAS.
7TYG,Tyga FM,TAS,NEW NORFOLK,7140,Regional Community (TAS),info@tygafm.org.au,http://www.tygafm.org.au/,General,Pitch directly to Music Department (info@tygafm.org.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for NEW NORFOLK TAS.
3KND,3KND Kool N Deadly,VIC,PRESTON,3072,Regional Community (VIC),info@3knd.org.au,http://www.3knd.org.au,Indigenous,Pitch directly to Music Department (info@3knd.org.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: Indigenous. Community broadcaster for PRESTON VIC.
3MBR,3MBR FM Mallee Border Radio,VIC,MURRAYVILLE,3512,Regional Community (VIC),info@3mbrfm.org.au,http://www.3mbrfm.org.au,General,Pitch directly to Music Department (info@3mbrfm.org.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for MURRAYVILLE VIC.
3MGB,3MGB,VIC,MALLACOOTA,3892,Regional Community (VIC),info@3mgb.org.au,http://3mgb.org.au/,General,Pitch directly to Music Department (info@3mgb.org.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for MALLACOOTA VIC.
3RPC,3RPC FM,VIC,PORTLAND,3305,Regional Community (VIC),info@3rpcfm.org.au,http://3rpcfm.org.au/,General,Pitch directly to Music Department (info@3rpcfm.org.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for PORTLAND VIC.
3WYN,88.9 WYNFM,VIC,WERRIBEE,3030,Regional Community (VIC),info@wynfm.org.au,http://www.wynfm.org.au,General,Pitch directly to Music Department (info@wynfm.org.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for WERRIBEE VIC.
3INR,96.5 InnerFM,VIC,HEIDELBERG,3084,Regional Community (VIC),info@innerfm.org.au,http://www.innerfm.org.au,General,Pitch directly to Music Department (info@innerfm.org.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for HEIDELBERG VIC.
3RIM,979 FM,VIC,MELTON,3337,Regional Community (VIC),info@979fm.com.au,http://979fm.com.au/,General,Pitch directly to Music Department (info@979fm.com.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for MELTON VIC.
3VKV,Alpine FM,VIC,MOUNT BEAUTY,3699,Regional Community (VIC),info@alpinefm.org.au,https://www.alpinefm.org.au/,General,Pitch directly to Music Department (info@alpinefm.org.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for MOUNT BEAUTY VIC.
3APL,Apple 98.5FM,VIC,BACCHUS MARSH,3340,Regional Community (VIC),info@apple985fm.com.au,http://apple985fm.com.au/,General,Pitch directly to Music Department (info@apple985fm.com.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for BACCHUS MARSH VIC.
MGV32,C31,VIC,Southbank,3006,Regional Community (VIC),info@c31.org.au,http://www.c31.org.au,General,Pitch directly to Music Department (info@c31.org.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for Southbank VIC.
3GFM,Goldfields FM 99.1,VIC,MARYBOROUGH,3465,Regional Community (VIC),info@goldfieldsfm.org.au,https://www.goldfieldsfm.org.au/,General,Pitch directly to Music Department (info@goldfieldsfm.org.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for MARYBOROUGH VIC.
3HOT,HOT FM,VIC,MILDURA,3502,Regional Community (VIC),info@hotfm.org.au,http://www.hotfm.org.au,General,Pitch directly to Music Department (info@hotfm.org.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for MILDURA VIC.
3NOW,North West FM,VIC,HADFIELD,3046,Regional Community (VIC),info@northwestfm.org,http://www.northwestfm.org,General,Pitch directly to Music Department (info@northwestfm.org) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for HADFIELD VIC.
3WPR,OAK FM,VIC,YARRUNGA,3677,Regional Community (VIC),info@oakfm.com.au,http://www.oakfm.com.au/,General,Pitch directly to Music Department (info@oakfm.com.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for YARRUNGA VIC.
3OKR,OKRFM,VIC,KILMORE,3764,Regional Community (VIC),info@okrfm.com.au,https://okrfm.com.au/shows,General,Pitch directly to Music Department (info@okrfm.com.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for KILMORE VIC.
3PVR,Plenty Valley FM 88.6,VIC,MILL PARK,3082,Regional Community (VIC),info@pvfm.org.au,http://www.pvfm.org.au,General,Pitch directly to Music Department (info@pvfm.org.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for MILL PARK VIC.
3REG,REG-FM,VIC,BAIRNSDALE,3875,Regional Community (VIC),info@regfm.com.au,http://www.regfm.com.au/,General,Pitch directly to Music Department (info@regfm.com.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for BAIRNSDALE VIC.
3RPP,RPP FM,VIC,MORNINGTON,3931,Regional Community (VIC),info@rppfm.com.au,http://www.rppfm.com.au,General,Pitch directly to Music Department (info@rppfm.com.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for MORNINGTON VIC.
3GRR,Radio EMFM,VIC,ECHUCA,3564,Regional Community (VIC),info@radioemfm.org.au,http://www.radioemfm.org.au,General,Pitch directly to Music Department (info@radioemfm.org.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for ECHUCA VIC.
3ECB,Radio Eastern FM 98.1,VIC,CROYDON,3136,Regional Community (VIC),info@radioeasternfm.com.au,https://www.radioeasternfm.com.au/,General,Pitch directly to Music Department (info@radioeasternfm.com.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for CROYDON VIC.
3MCR,Radio Mansfield 99.7FM,VIC,MANSFIELD,3724,Regional Community (VIC),info@radiomansfield.org.au,http://www.radiomansfield.org.au,General,Pitch directly to Music Department (info@radiomansfield.org.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for MANSFIELD VIC.
3RUM,Radio Upper Murray,VIC,WALWA,3709,Regional Community (VIC),info@radiouppermurray.com.au,https://www.radiouppermurray.com.au/,General,Pitch directly to Music Department (info@radiouppermurray.com.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for WALWA VIC.
3SEY,Seymour FM,VIC,SEYMOUR,3660,Regional Community (VIC),info@seymourfm.com.au,https://seymourfm.com.au/,General,Pitch directly to Music Department (info@seymourfm.com.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for SEYMOUR VIC.
3SFM,Smart FM 99.1,VIC,SWAN HILL,3585,Regional Community (VIC),info@991smartfm.com.au,http://www.991smartfm.com.au/,General,Pitch directly to Music Department (info@991smartfm.com.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for SWAN HILL VIC.
3NRG,Sunbury Radio 99.3FM,VIC,SUNBURY,3429,Regional Community (VIC),info@sunburyradio.com.au,http://www.sunburyradio.com.au,General,Pitch directly to Music Department (info@sunburyradio.com.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for SUNBURY VIC.
3HHH,Triple H 96.5 FM,VIC,HORSHAM,3402,Regional Community (VIC),info@tripleh965fm.org.au,http://www.tripleh965fm.org.au,General,Pitch directly to Music Department (info@tripleh965fm.org.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for HORSHAM VIC.
3UGE,UGFM - Radio Murrindindi,VIC,ALEXANDRA,3714,Regional Community (VIC),info@ugfm.org,http://www.ugfm.org/,General,Pitch directly to Music Department (info@ugfm.org) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for ALEXANDRA VIC.
6AUG,2oceansFM,WA,AUGUSTA,6290,Regional Community (WA),info@2oceansfm.com.au,http://www.2oceansfm.com.au,General,Pitch directly to Music Department (info@2oceansfm.com.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for AUGUSTA WA.
6DBY,6DBY FM,WA,DERBY,6728,Regional Community (WA),info@6dby.com.au,http://www.6dby.com.au,Indigenous,Pitch directly to Music Department (info@6dby.com.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: Indigenous. Community broadcaster for DERBY WA.
6NEW,6NEW 92.9 Community Radio Newman,WA,NEWMAN,6753,Regional Community (WA),info@sites.google.com,https://sites.google.com/view/6new,General,Pitch directly to Music Department (info@sites.google.com) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for NEWMAN WA.
6RCI,6RCI Community Radio,WA,CHRISTMAS ISLAND,6798,Regional Community (WA),info@6rci.net,https://www.6rci.net/,General,Pitch directly to Music Department (info@6rci.net) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for CHRISTMAS ISLAND WA.
Bunbury 103.7,Bunbury 103.7,WA,Gelorup,6230,Regional Community (WA),info@bunburycommunityradio.com,http://www.bunburycommunityradio.com,General,Pitch directly to Music Department (info@bunburycommunityradio.com) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for Gelorup WA.
,Collie Community Radio,WA,COLLIE,6225,Regional Community (WA),info@colliecommunityradio.com.au,http://www.colliecommunityradio.com.au/,General,Pitch directly to Music Department (info@colliecommunityradio.com.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for COLLIE WA.
6NR,Curtin FM 100.1,WA,PERTH,6845,Regional Community (WA),info@curtinfm.com.au,http://www.curtinfm.com.au,Educational,Pitch directly to Music Department (info@curtinfm.com.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: Educational. Community broadcaster for PERTH WA.
,DBCR,WA,DONNYBROOK,6239,Regional Community (WA),info@dbcr.com.au,https://dbcr.com.au/,General,Pitch directly to Music Department (info@dbcr.com.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for DONNYBROOK WA.
6CRA,Great Southern FM,WA,ALBANY,6330,Regional Community (WA),info@greatsouthernfm.com,http://www.greatsouthernfm.com,General,Pitch directly to Music Department (info@greatsouthernfm.com) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for ALBANY WA.
6HRV,Harvey Community Radio 96.5fm,WA,HARVEY,6220,Regional Community (WA),info@harveycommunityradiofm.com.au,https://www.harveycommunityradiofm.com.au/,General,Pitch directly to Music Department (info@harveycommunityradiofm.com.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for HARVEY WA.
,Ngaarda Media,WA,ROEBOURNE,6718,Regional Community (WA),info@ngaardamedia.com.au,http://ngaardamedia.com.au/,Indigenous,Pitch directly to Music Department (info@ngaardamedia.com.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: Indigenous. Community broadcaster for ROEBOURNE WA.
6NME,Noongar Radio,WA,PERTH BC,6849,Regional Community (WA),info@noongarradio.com,http://www.noongarradio.com,Indigenous,Pitch directly to Music Department (info@noongarradio.com) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: Indigenous. Community broadcaster for PERTH BC WA.
6ACR,PAKAM Radio Network,WA,Broome,6725,Regional Community (WA),admin@pakam.com.au,https://pakam.com.au/,Indigenous,Pitch directly to Music Department (admin@pakam.com.au) — Best submitted via Amrap (broadcasters download tracks directly from Amrap) — Format: Indigenous. Community broadcaster for Broome WA.
6PRK,Puranyangu-Rangka Kerrem / PRK,WA,HALLS CREEK,6770,Regional Community (WA),admin@prkradio.com.au,http://www.prkradio.com.au,Indigenous,Pitch directly to Music Department (admin@prkradio.com.au) — Best submitted via Amrap (broadcasters download tracks directly from Amrap) — Format: Indigenous. Community broadcaster for HALLS CREEK WA.
6GME,Radio Goolarri,WA,BROOME,6725,Regional Community (WA),info@goolarri.com,https://goolarri.com/radio/,Indigenous,Pitch directly to Music Department (info@goolarri.com) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: Indigenous. Community broadcaster for BROOME WA.
,Radio MAMA 100.5 FM Geraldton,WA,GERALDTON PO,6531,Regional Community (WA),info@mama.net.au,https://www.mama.net.au/,Indigenous,Pitch directly to Music Department (info@mama.net.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: Indigenous. Community broadcaster for GERALDTON PO WA.
,Radio VCA 88.5FM,WA,ELLENBROOK,6069,Regional Community (WA),info@885fm.com.au,https://885fm.com.au/,General,Pitch directly to Music Department (info@885fm.com.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for ELLENBROOK WA.
6PAC,Tjuma Pulka 96.3FM,WA,KALGOORLIE DC,6433,Regional Community (WA),info@tjuma963fm.com.au,http://www.tjuma963fm.com.au,Indigenous,Pitch directly to Music Department (info@tjuma963fm.com.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: Indigenous. Community broadcaster for KALGOORLIE DC WA.
6YCR,Voice of the Avon 101.3fm,WA,YORK,6302,Regional Community (WA),info@voiceoftheavon.org.au,http://www.voiceoftheavon.org.au,General,Pitch directly to Music Department (info@voiceoftheavon.org.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: General. Community broadcaster for YORK WA.
6FX,Wangki Yupurnanupurru Radio,WA,FITZROY CROSSING,6765,Regional Community (WA),admin@wangki.org.au,http://www.wangki.org.au/,Indigenous,Pitch directly to Music Department (admin@wangki.org.au) — Best submitted via Amrap (broadcasters download tracks directly from Amrap) — Format: Indigenous. Community broadcaster for FITZROY CROSSING WA.
6WR,Waringarri Radio 6WR,WA,KUNUNURRA,6743,Regional Community (WA),info@waringarrimedia.org.au,http://www.waringarrimedia.org.au,Indigenous,Pitch directly to Music Department (info@waringarrimedia.org.au) — Pitch via Email or Amrap (Local volunteer DJs play Aussie indie) — Format: Indigenous. Community broadcaster for KUNUNURRA WA.
